#EOS table
     n(fm-3)     rho(MeVfm-3)     P(MeVfm-3)
1.581000e-11 	 1.470897e-08 	 3.100053e-14 
3.972000e-11 	 3.694016e-08 	 1.517270e-13 
9.976000e-11 	 9.278452e-08 	 7.184781e-13 
2.506000e-10 	 2.330466e-07 	 3.287516e-12 
6.294000e-10 	 5.856751e-07 	 1.446823e-11 
1.581000e-09 	 1.470897e-06 	 6.087627e-11 
3.972000e-09 	 3.695989e-06 	 2.440971e-10 
5.000000e-09 	 4.653039e-06 	 3.281596e-10 
9.976000e-09 	 9.284371e-06 	 8.956804e-10 
1.990000e-08 	 1.852336e-05 	 2.391638e-09 
3.972000e-08 	 3.695989e-05 	 6.279037e-09 
7.924000e-08 	 7.376191e-05 	 1.625209e-08 
1.581000e-07 	 1.471884e-04 	 4.167607e-08 
1.990000e-07 	 1.853322e-04 	 5.454198e-08 
3.155000e-07 	 2.938242e-04 	 1.016644e-07 
5.000000e-07 	 4.656985e-04 	 1.890618e-07 
6.294000e-07 	 5.862671e-04 	 2.577128e-07 
7.924000e-07 	 7.382111e-04 	 3.143465e-07 
9.976000e-07 	 9.294238e-04 	 4.282059e-07 
1.581000e-06 	 1.473068e-03 	 7.938582e-07 
2.506000e-06 	 2.336386e-03 	 1.470502e-06 
3.972000e-06 	 3.703882e-03 	 2.723153e-06 
5.000000e-06 	 4.662905e-03 	 3.534178e-06 
6.294000e-06 	 5.866618e-03 	 4.806956e-06 
7.924000e-06 	 7.393951e-03 	 6.541486e-06 
9.976000e-06 	 9.306078e-03 	 8.893658e-06 
1.256000e-05 	 1.172337e-02 	 1.209632e-05 
1.581000e-05 	 1.475830e-02 	 1.579034e-05 
1.990000e-05 	 1.858453e-02 	 2.125243e-05 
2.506000e-05 	 2.340333e-02 	 2.888910e-05 
3.155000e-05 	 2.948109e-02 	 3.713749e-05 
3.972000e-05 	 3.711775e-02 	 5.049672e-05 
5.000000e-05 	 4.674745e-02 	 6.865107e-05 
6.294000e-05 	 5.884377e-02 	 9.331731e-05 
7.924000e-05 	 7.415657e-02 	 1.268831e-04 
9.976000e-05 	 9.333704e-02 	 1.620868e-04 
1.105000e-04 	 1.034403e-01 	 1.804977e-04 
1.256000e-04 	 1.175692e-01 	 2.054204e-04 
1.581000e-04 	 1.480961e-01 	 2.792218e-04 
1.990000e-04 	 1.865162e-01 	 3.630870e-04 
2.506000e-04 	 2.348226e-01 	 4.704345e-04 
2.572000e-04 	 2.407425e-01 	 4.872075e-04 
3.000000e-04 	 2.821817e-01 	 4.992446e-04 
4.000000e-04 	 3.749268e-01 	 5.702834e-04 
5.000000e-04 	 4.696451e-01 	 6.393489e-04 
6.000000e-04 	 5.643635e-01 	 7.103876e-04 
7.000000e-04 	 6.571085e-01 	 7.893196e-04 
8.000000e-04 	 7.518269e-01 	 8.603583e-04 
9.000000e-04 	 8.445719e-01 	 9.392903e-04 
1.000000e-03 	 9.392903e-01 	 1.020196e-03 
1.500000e-03 	 1.410909e+00 	 1.470108e-03 
2.000000e-03 	 1.880554e+00 	 1.969352e-03 
2.500000e-03 	 2.352172e+00 	 2.510036e-03 
3.000000e-03 	 2.821817e+00 	 3.100053e-03 
3.500000e-03 	 3.293436e+00 	 3.709802e-03 
4.000000e-03 	 3.765054e+00 	 4.349151e-03 
4.500000e-03 	 4.234700e+00 	 5.020072e-03 
5.000000e-03 	 4.706318e+00 	 5.720594e-03 
5.500000e-03 	 5.177936e+00 	 6.440848e-03 
6.000000e-03 	 5.649555e+00 	 7.180835e-03 
6.500000e-03 	 6.121173e+00 	 7.940555e-03 
7.000000e-03 	 6.592792e+00 	 8.739741e-03 
7.500000e-03 	 7.064410e+00 	 9.550767e-03 
8.000000e-03 	 7.536029e+00 	 1.039929e-02 
8.500000e-03 	 8.007647e+00 	 1.125964e-02 
9.000000e-03 	 8.479265e+00 	 1.214960e-02 
9.500000e-03 	 8.950884e+00 	 1.305929e-02 
1.000000e-02 	 9.422502e+00 	 1.400056e-02 
1.200000e-02 	 1.130898e+01 	 1.807936e-02 
1.400000e-02 	 1.319742e+01 	 2.267123e-02 
1.600000e-02 	 1.508587e+01 	 2.776037e-02 
1.800000e-02 	 1.697629e+01 	 3.348096e-02 
2.000000e-02 	 1.886671e+01 	 3.981131e-02 
2.200000e-02 	 2.075713e+01 	 4.674153e-02 
2.400000e-02 	 2.264953e+01 	 5.434071e-02 
2.600000e-02 	 2.454192e+01 	 6.260094e-02 
2.800000e-02 	 2.643431e+01 	 7.147091e-02 
3.000000e-02 	 2.832868e+01 	 8.101181e-02 
3.200000e-02 	 3.022305e+01 	 9.117036e-02 
3.400000e-02 	 3.211741e+01 	 1.019406e-01 
3.600000e-02 	 3.401375e+01 	 1.133009e-01 
3.800000e-02 	 3.591009e+01 	 1.251821e-01 
4.000000e-02 	 3.780643e+01 	 1.376514e-01 
4.200000e-02 	 3.970475e+01 	 1.506515e-01 
4.400000e-02 	 4.160306e+01 	 1.641528e-01 
4.600000e-02 	 4.350137e+01 	 1.781317e-01 
4.800000e-02 	 4.539969e+01 	 1.925723e-01 
5.000000e-02 	 4.729998e+01 	 2.071964e-01 
5.200000e-02 	 4.920026e+01 	 2.229828e-01 
5.400000e-02 	 5.110252e+01 	 2.387692e-01 
5.600000e-02 	 5.300478e+01 	 2.545556e-01 
5.800000e-02 	 5.490704e+01 	 2.703420e-01 
6.000000e-02 	 5.680930e+01 	 2.881016e-01 
6.200000e-02 	 5.871354e+01 	 3.058613e-01 
6.400000e-02 	 6.061777e+01 	 3.216477e-01 
